time,X_value,Y_value,Z_value
300.394,80.93462,-28.76206,54.86723
300.474,79.08615,-26.32501,49.12693
300.553,85.20442,-16.44714,49.44766
300.642,88.70930,-3.99042,45.37726
300.714,88.65821,9.48603,36.34959
300.791,89.03629,19.82607,32.78005
300.873,86.14104,28.25693,33.04924
300.952,81.11098,39.25161,36.92944
301.027,78.47681,46.51354,38.34091
301.113,70.24715,49.90305,47.15071
301.192,63.75711,50.53633,49.57483
301.278,64.11791,50.19445,52.13793
301.346,59.39871,47.58783,57.09207
301.429,55.72758,45.13637,63.59353
301.504,54.46288,45.59872,68.57937
301.581,53.73490,45.34648,62.76771
301.663,64.03120,45.85598,52.09540
301.741,84.35890,45.68100,37.38631
301.820,95.53708,46.87132,24.59989
301.905,94.35970,51.96785,17.25772
301.979,65.70071,56.24563,33.03035
302.059,53.17254,47.34885,38.36568
302.142,56.93038,43.27937,30.45614
302.219,59.55555,39.60809,23.20178
302.298,67.02927,39.46660,17.26868
302.378,67.76262,42.93076,15.37597
302.459,69.15295,41.44497,18.25083
302.545,73.00221,41.59928,16.30382
302.615,85.68806,37.14542,12.74604
302.695,87.25945,36.85748,10.67505
302.772,92.56923,36.79248,7.23959
302.855,95.63533,38.29115,6.02345
302.935,103.04308,37.83298,5.24583
303.018,94.41333,32.40515,12.10436
303.090,103.94805,26.95559,11.43566
303.173,102.47883,26.24854,5.20883
303.249,98.30720,24.63468,-1.10702
303.336,84.37060,22.16354,0.35277
303.408,88.98807,23.60738,-2.85116
303.488,86.00281,23.15027,-3.62997
303.566,76.41608,20.78990,0.01841
303.647,62.95232,15.15787,4.34758
303.725,49.02613,2.37119,-4.42045
303.809,57.17910,6.72672,-8.08677
303.889,62.64908,9.48637,-13.88531
304.043,62.96636,10.59691,-15.71626
304.125,63.14886,10.10970,-16.34573
304.208,58.02360,8.82325,-15.41273
304.286,55.02465,6.68038,-16.56296
304.370,51.28178,7.32833,-19.06093
304.445,49.70173,6.75847,-16.78637
304.523,52.75561,7.27413,-18.93808
304.603,53.98855,7.02126,-20.03293
304.686,50.76363,4.99719,-18.47633
304.760,50.71758,5.43944,-19.83994
304.837,54.60287,6.74813,-24.12041
304.925,57.76069,7.17742,-25.87279
304.998,60.16576,8.07040,-25.20966
305.085,61.84061,9.46122,-25.65760
305.160,62.65900,9.81408,-27.19384
305.241,61.11949,8.59451,-28.26912
305.313,55.76665,7.19010,-28.91211
305.401,54.27224,7.11556,-31.50966
305.479,48.53727,6.30282,-28.93444
305.560,49.97716,5.51995,-29.77212
305.638,54.05576,5.56887,-32.38507
305.715,50.22326,4.31345,-32.98194
305.797,52.80480,2.74331,-31.96718
305.877,53.70214,3.49367,-33.98559
305.949,58.29758,4.43763,-37.55226
306.033,61.89862,5.15980,-37.75159
306.108,64.09618,6.18325,-36.88524
306.198,63.78923,7.22889,-35.00618
306.267,64.13036,6.75288,-34.98092
